cluster_0_gene_name	cluster_0_score	cluster_0_pval	cluster_0_pval_adj	cluster_0_log2foldchange	cluster_1_gene_name	cluster_1_score	cluster_1_pval	cluster_1_pval_adj	cluster_1_log2foldchange	cluster_2_gene_name	cluster_2_score	cluster_2_pval	cluster_2_pval_adj	cluster_2_log2foldchange	cluster_3_gene_name	cluster_3_score	cluster_3_pval	cluster_3_pval_adj	cluster_3_log2foldchange	cluster_4_gene_name	cluster_4_score	cluster_4_pval	cluster_4_pval_adj	cluster_4_log2foldchange	cluster_5_gene_name	cluster_5_score	cluster_5_pval	cluster_5_pval_adj	cluster_5_log2foldchange	cluster_6_gene_name	cluster_6_score	cluster_6_pval	cluster_6_pval_adj	cluster_6_log2foldchange	cluster_7_gene_name	cluster_7_score	cluster_7_pval	cluster_7_pval_adj	cluster_7_log2foldchange	cluster_8_gene_name	cluster_8_score	cluster_8_pval	cluster_8_pval_adj	cluster_8_log2foldchange	cluster_9_gene_name	cluster_9_score	cluster_9_pval	cluster_9_pval_adj	cluster_9_log2foldchange
rbbp4	18.723377	3.192554637058062e-78	1.5752869002460114e-76	0.45091924	atp1a1a.1	12.553393	3.8083377154721925e-36	2.2837271094743054e-34	0.31763366											pafah1b1b	7.081443	1.4266111253890164e-12	6.081536474319913e-11	0.9539773						rnd1b	5.0119853	5.387134936249512e-07	1.7006791475066784e-05	2.2988694	prdm1b	19.898104	4.226240993091246e-88	2.0490320451223436e-86	7.6611533										
sf3a2	18.715921	3.6721475027457394e-78	1.8083703203108977e-76	0.43579853	zgc:158564	12.505515	6.964659749671307e-36	4.166495496068281e-34	0.3674142											LOC101884169	7.078983	1.4521618256371207e-12	6.179947083432948e-11	1.0740459						LOC100333053	5.0067945	5.534404027236374e-07	1.7427810470691828e-05	0.43167216	zdhhc15b	19.790411	3.600932990860492e-87	1.729137669519331e-85	7.6473207										
timm23a	18.712276	3.9321916697048824e-78	1.932633654761227e-76	0.48909873	foxa2	12.469159	1.0998038970828749e-35	6.56373440101889e-34	-0.026269646											alg2	7.0522494	1.7604825423260518e-12	7.466709882562574e-11	1.6493698						aoc2_1	5.004964	5.587255566320014e-07	1.7572164118616995e-05	1.6878437	aplnra	19.739622	9.851277507715195e-87	4.694527034380021e-85	3.0528643										
si:ch73-386h18.1	18.70651	4.381326736594939e-78	2.1491650876612275e-76	0.7980826	mob2a	12.433278	1.7241681424483398e-35	1.0265557876154414e-33	0.3590241											rbpja	7.0516343	1.7682825451069287e-12	7.487123357373357e-11	0.46674663						ackr3b_1	4.9999804	5.733615169975301e-07	1.7987333898698484e-05	4.6838446	spaca4l	19.716269	1.563436515103276e-86	7.422177971132333e-85	5.812099										
sema4c	18.69475	5.462663542292603e-78	2.6691447241931066e-76	1.2701712	hmmr_1	12.42397	1.937045163130699e-35	1.1505681056643152e-33	0.5614219											nav1a	7.0319824	2.036198060562271e-12	8.578040434630905e-11	0.6709033						hephl1a	4.99733	5.812947324859823e-07	1.8190678857045732e-05	2.4084258	mylk5	19.704618	1.9682380215482258e-86	9.308651744929779e-85	4.9347057										
mat2aa	18.69459	5.479040066735802e-78	2.6719380994708093e-76	0.4737297	mybl2b	12.397614	2.6922188198868456e-35	1.5953464997466586e-33	0.3298782											cyb5a	6.993555	2.6800688461242526e-12	1.1215126159758015e-10	0.66115457						mns1	4.993986	5.914564044693596e-07	1.8462573143747157e-05	0.96512777	tnfb	19.568754	2.8557425336341246e-85	1.335485864702854e-83	8.052496										
dcaf13	18.68434	6.639462549144221e-78	3.2315488981912435e-76	0.4557726	mia3	12.396291	2.7370375060043296e-35	1.6180797671109558e-33	0.37869334											gpd1a	6.9900866	2.7471660922888225e-12	1.1476744211551937e-10	2.2740977						cdc42ep4a_1	4.984227	6.2209976544051e-07	1.9346839603637497e-05	1.979883	chmp4bb	19.541767	4.847401938606154e-85	2.2626625138380236e-83	2.4490201										
ddx24	18.678429	7.417083025418902e-78	3.6030349440920576e-76	0.4799644	setd8b_2	12.378733	3.4067916545790864e-35	2.0092856379689266e-33	0.3014978											cdon	6.9864554	2.8191775906055643e-12	1.1757987601683706e-10	1.43374						wfs1b	4.979249	6.383140050471368e-07	1.9826491760237338e-05	3.9531758	zgc:92480	19.540695	4.9503952464702477e-85	2.3064425139037776e-83	7.2911863										
cdk6	18.67388	8.07663934795123e-78	3.915842203012486e-76	0.8206273	greb1	12.356998	4.4652010418045525e-35	2.6273410637059366e-33	1.7452203											tmem214	6.9733872	3.093996235252171e-12	1.2882742463925401e-10	0.7226024						ctnnd2b	4.967441	6.78421494519366e-07	2.096832698103875e-05	4.8721414	LOC110440078	19.516346	7.974208244891839e-85	3.7083766951105536e-83	8.600395										
hyal2b	18.670835	8.550373236325061e-78	4.1375223077552884e-76	0.9499666	atad5a	12.346462	5.090073778824922e-35	2.977976870681036e-33	0.36861956											emc10	6.969123	3.1892281073437873e-12	1.3257245727807525e-10	0.7883289						ippk	4.9536276	7.284253808269078e-07	2.243084839779763e-05	2.1608758	si:dkey-204f11.64	19.496704	1.1708901800166793e-84	5.435098750425571e-83	5.1751485										
tgif1	18.631435	1.786685862394525e-77	8.612513043611762e-76	0.46031132	zgc:56596	12.339398	5.556941091262136e-35	3.239308962641319e-33	0.31726342											lasp1	6.958501	3.4391230212698877e-12	1.4272360538270034e-10	0.84493345						coq10b	4.9439616	7.655083301329946e-07	2.3543842703206924e-05	0.55278397	gpr160	19.495811	1.1915107976074079e-84	5.5205932814837866e-83	5.0371566										
phf8	18.62881	1.8764712217813646e-77	9.027951563372684e-76	0.44505477	si:dkey-13i19.8	12.298534	9.223270933069184e-35	5.3640489375478466e-33	0.32116047											cirbpb	6.94125	3.886458607719751e-12	1.6102144043157565e-10	0.10364393						mcm6	4.9392347	7.842966379172287e-07	2.4062643238718794e-05	0.19297448	pvrl4	19.48119	1.5855468806512019e-84	7.332715518524544e-83	6.3134475										
mrto4	18.626638	1.954171179844868e-77	9.38376528620526e-76	0.467534	si:ch211-69g19.2_1	12.298326	9.247157393155611e-35	5.365491833723115e-33	0.3293639											tagln2	6.911093	4.809329422469313e-12	1.9860074349854332e-10	1.36208						hif1al	4.9208646	8.616283513616003e-07	2.6274423668162862e-05	0.2658104	si:ch211-152c8.5	19.474888	1.7931371773540507e-84	8.277491065848367e-83	3.644803										
si:dkey-261m9.7	18.622402	2.1151175954467715e-77	1.0137196490911812e-75	0.4972043	rps19	12.291107	1.0111160902791823e-34	5.853264646406001e-33	0.1997712											zgc:172136	6.909054	4.878968682060483e-12	2.0114511346139482e-10	1.7152925						nab1b	4.9057393	9.307600236235342e-07	2.8279310002603037e-05	2.3572977	si:ch73-31d8.2	19.461124	2.345780534447241e-84	1.0808701264054145e-82	8.687321										
cct2	18.615791	2.3929623100388003e-77	1.1446945279281025e-75	0.47214696	LOC100535890	12.28979	1.0277241825103197e-34	5.935699161014672e-33	0.37498352											vps28	6.8650374	6.6473810704701034e-12	2.713733777074977e-10	0.4626195						hnrnpk	4.905133	9.336407955747786e-07	2.8332494166921788e-05	0.19607833	duox	19.43101	4.219865426494976e-84	1.9372737505590305e-82	7.2200313										
mdc1	18.606932	2.8232601799952042e-77	1.3479588508906627e-75	0.46866143	glipr2l	12.221126	2.397418061356385e-34	1.3814639339300955e-32	0.7150001											rnf111	6.8601084	6.880823728513714e-12	2.801776248083583e-10	0.6344875						si:dkey-253d23.9	4.8938274	9.889350946577041e-07	2.9937979568466196e-05	0.93938017	gramd1c	19.413784	5.9016939189968005e-84	2.7044215680726473e-82	8.481132										
esf1	18.571121	5.504078971504665e-77	2.617936309292902e-75	0.46899092	slc6a16a	12.214089	2.6141284486699824e-34	1.502884029687197e-32	1.3864704											tagln2_1	6.8582773	6.969593044237477e-12	2.826857916615803e-10	1.5302054						polr2a	4.884287	1.0380375434925822e-06	3.134873381347598e-05	0.26627335	epb41l4b	19.40675	6.767509031305642e-84	3.09551790837057e-82	7.6692266										
fam53b	18.56672	5.9744171018710616e-77	2.836263997642046e-75	0.47236446	homeza	12.203513	2.976968156713121e-34	1.703668580277879e-32	0.41110435											sall3b	6.838399	8.008318960202803e-12	3.227275290296519e-10	2.3265798						dnmt3bb.2	4.865168	1.1435970899724301e-06	3.424779528942524e-05	0.26290327	zgc:110353	19.337206	2.612568713201673e-83	1.186352307339006e-81	7.0829043										
zgc:110158	18.566341	6.016464546295299e-77	2.8508260929572396e-75	1.1073519	slbp	12.201084	3.0671358301647365e-34	1.7512716792462252e-32	0.29960904											si:ch211-173p18.3	6.837929	8.034645064015782e-12	3.231175184966296e-10	0.46105093						tpm3	4.859081	1.1793203120090326e-06	3.5191479691450484e-05	0.21882848	aim1a	19.327671	3.1428433869378674e-83	1.4219948075267976e-81	5.8153768										
cirh1a	18.558514	6.960294103979153e-77	3.2918251322705934e-75	0.509655	rbfox2	12.194934	3.307726713918477e-34	1.884351768433649e-32	0.29161283											pdap1b	6.8377657	8.043777688578029e-12	3.231175184966296e-10	1.0362166						yap1	4.808586	1.5200151122514623e-06	4.477167897026457e-05	1.4205977	tnks1bp1	19.305933	4.7883136468427105e-83	2.158702695535241e-81	6.7936897										
utp15	18.552094	7.843760631950037e-77	3.7026686252440614e-75	0.46327633	g2e3	12.179204	4.01178555576728e-34	2.2802588830127585e-32	0.33233222											sdf2l1	6.8334246	8.29110164394997e-12	3.3251231221041103e-10	0.54761386						cdc42bpaa	4.7824674	1.7315653595060957e-06	5.0823673655011465e-05	1.3168279	gdpd3a	19.305143	4.862029617208885e-83	2.1880006173241993e-81	8.235381										
znhit6	18.54644	8.713366227250164e-77	4.105436801734072e-75	0.47871208	LOC100330864	12.146055	6.020052094798714e-34	3.413996059009606e-32	0.22022903											LOC101884857	6.8331985	8.304185248692144e-12	3.3251231221041103e-10	1.387284						slc12a7a	4.768769	1.8535541374100208e-06	5.415056877426525e-05	1.062806	si:ch211-98n17.5	19.293879	6.046201154335448e-83	2.711164188453888e-81	9.594809										
npm3	18.519386	1.4407152503055e-76	6.775416222168417e-75	0.4463529	aplp2	12.106915	9.707634909711133e-34	5.492812113923686e-32	0.33774355											ubald1a	6.8138175	9.504214694826167e-12	3.7754777423219133e-10	0.88238484						LOC110438439	4.750037	2.033790724857139e-06	5.907184045106495e-05	0.33988333	bcar3	19.276182	8.513130995841553e-83	3.8037458385341244e-81	4.1553082										
nelfcd	18.50232	1.9777537658341123e-76	9.283590991460275e-75	0.47130895	grpel2	12.095876	1.1105223380793495e-33	6.269448857274094e-32	0.32271546											kdm5c	6.808871	9.836784055506543e-12	3.895242166434866e-10	0.44335622						rbms2b_1	4.7376776	2.1618163140471843e-06	6.24286724975884e-05	1.6841009	snx8a	19.26521	1.0523825315177451e-82	4.693775895911708e-81	7.7133713										
stmn1a	18.491016	2.439147245780607e-76	1.1427974740698448e-74	0.41293147	LOC108190731	12.092226	1.1609760018490829e-33	6.539556058954857e-32	0.7406783											rab1ba	6.7941427	1.0895841691552883e-11	4.2942636452903234e-10	0.96529084						cdh4	4.705586	2.5313755545086798e-06	7.268208436347602e-05	2.381959	itsn2b	19.126799	1.510699861558914e-81	6.655044416491343e-80	4.0581203										
zgc:86811	18.478636	3.068420197217827e-76	1.434944415363098e-74	0.46624687	tfap4	12.083264	1.2947471718087618e-33	7.276711347210409e-32	0.3677218											jazf1a	6.79379	1.0922527448486322e-11	4.298023124391808e-10	1.5270737						dusp2	4.702543	2.569415714625977e-06	7.352166016303054e-05	2.1168392	lsr	19.08623	3.286575578544171e-81	1.4452860254699682e-79	3.6774										
rbm8a	18.459118	4.4047973035484176e-76	2.056064231112563e-74	0.30096966	cdca4	12.075591	1.421395565489948e-33	7.970626676637817e-32	0.35302433											nucb1	6.791375	1.1106949635324856e-11	4.3637429397970665e-10	0.6803254						ppp1cb	4.6997776	2.6044479921235783e-06	7.41853333756473e-05	0.5440449	pitpnaa	19.084871	3.3730430742684286e-81	1.4807127443014437e-79	4.466672										
pin1	18.445	5.719983001610453e-76	2.665001745694565e-74	0.47629488	megf8	12.067077	1.5763464072728407e-33	8.81979889390648e-32	0.4900023											efnb2b	6.763855	1.3436757476069631e-11	5.270825710409411e-10	0.5699662						ctdsplb	4.6825876	2.8327635645040958e-06	8.050572733317423e-05	0.5725746	reep3b	19.04466	7.2755324977112e-81	3.1882604473361705e-79	1.556735										
timeless	18.442242	6.019291606078575e-76	2.7992497847488975e-74	0.44436815	LOC103910438	12.05209	1.89093764504171e-33	1.05564015613843e-31	0.3318664											zgc:92045	6.753486	1.443342096526415e-11	5.652939529926737e-10	0.331284						slc13a4	4.662616	3.122153419546128e-06	8.842926284106582e-05	3.2006023	wwtr1	19.006279	1.5131421532398439e-80	6.596247167497379e-79	2.969028										
agpat5	18.437733	6.542825894149807e-76	3.0370828493103533e-74	0.45557907	nsd1a	12.0365715	2.2824700588779077e-33	1.2713865443518586e-31	0.4037586											lnpa	6.7242293	1.7652412456918956e-11	6.881421005367505e-10	0.61397564						mespab	4.6437316	3.4217214111862186e-06	9.572418403213589e-05	0.94281775	cds1	19.001833	1.6468912145477243e-80	7.166835969418968e-79	7.740369										
ahctf1	18.425276	8.236910674511406e-76	3.816384528046264e-74	0.44339707	wu:fb69f10	12.029245	2.4943007545842048e-33	1.3863002819159131e-31	0.3467116											chuk	6.721286	1.8012808008667237e-11	7.000140241011674e-10	0.713085						desi2	4.641535	3.4583055408016673e-06	9.655770321319676e-05	0.7545029	cgnl1	18.997818	1.7778301844440268e-80	7.709877405410722e-79	3.994218										
manbal	18.414137	1.0119046094889251e-75	4.671160394373738e-74	0.47409785	dhrs3b	11.996228	3.7186074605024866e-33	2.0576294614780426e-31	0.26123798											fam214a	6.719662	1.8214623343559768e-11	7.067612209437603e-10	1.6466787						kdelr2a	4.6414804	3.4592203576737684e-06	9.655770321319676e-05	0.27981058	LOC100536673	18.914877	8.602090851320893e-80	3.667006960530774e-78	5.2706957										
ftsj3	18.409391	1.1045676046388529e-75	5.089538892992185e-74	0.43601602	tuba8l	11.994344	3.804223878152051e-33	2.1003673068228926e-31	0.31017607											arglu1b	6.7128477	1.9086224428018113e-11	7.371576294494639e-10	0.27509117						kifc1	4.6314697	3.6307881485694935e-06	0.00010100925164488671	0.35468996	ttc22	18.88733	1.4499853040928304e-79	6.170684487672476e-78	8.1146755										
ran	18.40316	1.239219888276199e-75	5.6995019668864605e-74	0.25429153	dpcd	11.982545	4.3864575499166296e-33	2.416504284532093e-31	0.32515788											cct7	6.7106953	1.9369919174996542e-11	7.469636831391743e-10	0.25125661						parl	4.629885	3.6586839333936267e-06	0.00010167247391845305	0.9158315	cd2ap	18.847334	3.0903278460216514e-79	1.3062758480333678e-77	2.7512095										
pdcd11	18.38753	1.6534507446348094e-75	7.576854911337501e-74	0.4248321	znf1007	11.966898	5.297243453032534e-33	2.911857552493717e-31	0.3333204											clcn2b	6.690365	2.2261500680047877e-11	8.545279878194182e-10	3.498179						tram1_1	4.595849	4.309911031770807e-06	0.00011897822678674784	0.7149055	plcd1b	18.842695	3.373452212902059e-79	1.4235514001448317e-77	2.3970108										
naca	18.34833	3.40421670515629e-75	1.5514562896626832e-73	0.23833363	irf2a	11.966305	5.3352323010359215e-33	2.9263223820080178e-31	0.27291656											tpd52l2b	6.6618314	2.7043607595579595e-11	1.0349237679248826e-09	0.48024112						sik2b	4.58315	4.5802312720108485e-06	0.00012602423387949937	1.2045151	depdc7	18.815174	5.672127967811366e-79	2.381533662330983e-77	2.5650637										
sephs1	18.344587	3.646869082785725e-75	1.6590275939946822e-73	0.474369	sigmar1	11.958246	5.879018010955715e-33	3.217542914030916e-31	0.33728695											rab14	6.6559753	2.8142700964532955e-11	1.0720743805121324e-09	0.4871404						st6galnac_1	4.573418	4.7983077802150804e-06	0.00013173535905681402	4.0073786	nbeal1	18.779984	1.1011430372332664e-78	4.600208561881509e-77	4.685015										
gpd1l	18.335094	4.3425659012526636e-75	1.9719340014637548e-73	0.5906685	rdh10b	11.934951	7.780524868248602e-33	4.248946325654019e-31	0.27196258											si:dkey-177p2.6	6.651969	2.891973396077712e-11	1.0966748131026315e-09	0.6485007						arid4a	4.5696864	4.884548385823866e-06	0.0001339563346160405	0.30571586	cdcp1a	18.748026	2.0091290092425195e-78	8.310367614797522e-77	3.5960524										
rps9	18.334768	4.3687994742926437e-75	1.980259089016626e-73	0.23025689	wsb1	11.930567	8.201316273706477e-33	4.469004211233186e-31	0.56297886											zgc:109934	6.638729	3.1639956711097304e-11	1.1944083658439232e-09	0.3226528						net1	4.564599	5.004497117565939e-06	0.00013679686450262577	0.4052738	cldnc	18.713602	3.8354726552009406e-78	1.578652833748223e-76	8.403911										
skiv2l2	18.333723	4.453478130331839e-75	2.0149978847454493e-73	0.43667692	yaf2	11.91408	9.996440715173675e-33	5.435374901660376e-31	0.31538698											tmem59	6.6380644	3.1782934545352694e-11	1.1980015598703919e-09	1.1323473						btg1	4.5629654	5.043614684043424e-06	0.0001377159538891421	0.42747277	tmsb1	18.690714	5.891864394321164e-78	2.41711084955899e-76	8.903687										
mrps24	18.32173	5.551947241514999e-75	2.5074794514561253e-73	0.47341153	appa	11.90298	1.1419535494664481e-32	6.1957159460878765e-31	0.35758078											rbm5	6.609893	3.845987161545131e-11	1.4453300478454311e-09	0.4218452						dnah5	4.531699	5.851111868637704e-06	0.00015770319365513192	3.6847165	gata2a	18.647541	1.3222063770679345e-77	5.380263806426111e-76	2.7603478										
psmd12	18.313425	6.467063126735046e-75	2.910294512293369e-73	0.44910985	snrnp70	11.873789	1.6196266654905556e-32	8.768371921638503e-31	0.28895652											ube2d1b	6.565564	5.183617372735726e-11	1.9335201348957397e-09	0.35863677						slc30a8	4.530284	5.8904449973218395e-06	0.00015859279731779725	1.0643538	si:ch211-39i2.2	18.59698	3.39926281105093e-77	1.3720760325572078e-75	3.4015553										
bcat2	18.308592	7.067321707275652e-75	3.1747219697951876e-73	0.42598894	arhgap11a	11.873109	1.632840715122296e-32	8.820858914925748e-31	0.28396615											slc12a2	6.555431	5.5481512463223456e-11	2.0664184121889438e-09	0.7225701						LOC110438472	4.5207763	6.161326675762734e-06	0.00016535312040114421	0.318578	marveld3	18.590174	3.8592118870929624e-77	1.555225163374151e-75	7.2787914										
mob1ba	18.299086	8.414869254007534e-75	3.773293608603808e-73	0.6881142	LOC108191631	11.872564	1.643505580841175e-32	8.859378685884923e-31	1.436279											tceb1b	6.5336394	6.419032000347303e-11	2.3872322866573515e-09	0.416076						jazf1a	4.503761	6.67613417423232e-06	0.0001785954954229534	1.4029053	sar1b	18.551418	7.942906460226839e-77	3.195776779005553e-75	1.6392742										
igf2bp1	18.292685	9.463670349687486e-75	4.236006446165474e-73	0.40982684	myf5	11.868044	1.734762099673163e-32	9.331233216825644e-31	3.1137056											cdipt	6.518654	7.094111553947996e-11	2.6304881688056285e-09	0.8002548						dynll2b	4.4974713	6.8766363498869765e-06	0.00018310974168947572	0.19025862	plekha8	18.537489	1.0291767317211423e-76	4.134189736750345e-75	4.886536										
riok2	18.273518	1.3449707958606926e-74	6.009454183430325e-73	0.5958103	cyp51	11.864211	1.8160590082579387e-32	9.747609229334794e-31	0.4142586											nav2b	6.498251	8.125913617848868e-11	3.004191013938049e-09	0.8426901						chn1	4.497455	6.87716639348591e-06	0.00018310974168947572	1.769012	ppp3r1b	18.51546	1.5497264043831466e-76	6.195445303392018e-75	2.9370387										
cdc5l	18.231783	2.8875572344811215e-74	1.2878916305961528e-72	0.44650084	si:zfos-905g2.1	11.840527	2.409351417304836e-32	1.2904445005590389e-30	0.3281255											fkbp9	6.4444942	1.159863773493966e-10	4.262924537595271e-09	2.2148647						gigyf1	4.483762	7.3338498072868154e-06	0.00019411856311452093	0.30919975	gmppb	18.505322	1.8705616112577913e-76	7.442459896474254e-75	3.3846068										
pum2	18.213795	4.01150893866094e-74	1.7860121324418315e-72	0.40733528	wu:fb55f04	11.840159	2.4199245611303284e-32	1.293343902969996e-30	3.1351206											LOC110439431	6.4392715	1.200481877159591e-10	4.405750912574277e-09	1.3973517						lrrc15_1	4.4740686	7.67451709144785e-06	0.00020228122546186308	3.5502424	si:ch211-195b13.1	18.492542	2.3710893229115596e-76	9.418973845974826e-75	6.0686154										
wdr46	18.212732	4.090123750756414e-74	1.8177844314975225e-72	0.47418293	mcm3ap	11.8171625	3.182514431636245e-32	1.694628427086902e-30	0.36759722											copg2	6.421161	1.3523859015055139e-10	4.955980264201346e-09	0.59934896						gpnmb	4.468473	7.877992570497135e-06	0.00020720856429389423	4.6782417	rhbdl2	18.49239	2.3777967005779238e-76	9.430672800108582e-75	5.442054										
raraa	18.196524	5.498776323801097e-74	2.439510218272536e-72	0.5857056	zgc:152968	11.817117	3.1842734746586246e-32	1.694628427086902e-30	2.1866634											hm13	6.414632	1.4116371359642105e-10	5.165561525558963e-09	0.34598836						tmem198a	4.466353	7.956429846570933e-06	0.0002090522751930262	1.1829437	atp8b1	18.47205	3.466719660873158e-76	1.3706119088240787e-74	3.2964313										
pdcd4a	18.180239	7.401128147639882e-74	3.2776798259494924e-72	0.4626519	chd4a	11.797619	4.0151048335933257e-32	2.1322588508230997e-30	0.28962103											rabac1	6.38419	1.7230689428853572e-10	6.27768112243668e-09	0.41405365						wu:fb55g09	4.45784	8.278975048230801e-06	0.00021639289735031622	0.7738947	pard6gb	18.462557	4.133020550407706e-76	1.62890397981949e-74	2.9709096										
ctnnb1	18.132462	1.7667197794339625e-73	7.796584153396427e-72	0.3301896	sox32	11.792338	4.2750224092490413e-32	2.265490733831638e-30	-0.06378462											praf2	6.364253	1.962424455882497e-10	7.129004552340677e-09	0.619871						abi1b	4.441972	8.913826442092625e-06	0.0002312981093141757	0.7326007	capns1b	18.424873	8.298408089669673e-76	3.2552096584610333e-74	1.8974609										
eif5a2	18.121862	2.1422218927011608e-73	9.437070995157697e-72	0.4022188	si:ch211-272n13.3	11.791828	4.3010315434868085e-32	2.2744653305704713e-30	0.37327504											emc8	6.357981	2.044226224003016e-10	7.40470730214734e-09	0.56673324						irx3a	4.4338903	9.254776694650583e-06	0.00023964900064887552	3.1951141	arfgef1	18.40967	1.0988975213962036e-75	4.2904930329154584e-74	3.8866875										
ddx39aa	18.102806	3.028391720606214e-73	1.3317485415564099e-71	0.39068618	fopnl	11.781227	4.877798624955019e-32	2.5740400070131054e-30	0.31225607											zgc:66433	6.345166	2.221857731189229e-10	8.036520330445774e-09	0.80909234						si:dkeyp-110e4.6	4.4174376	9.987792108563858e-06	0.0002578310988602077	1.5824537	rab11fip5a	18.365602	2.4768164798519294e-75	9.610508031574066e-74	7.2359724										
ppil1	18.092491	3.651995504895982e-73	1.6031684645485583e-71	0.46752232	gnaia_1	11.777372	5.105979853936745e-32	2.6887918281255976e-30	0.29789943											adamts18	6.33529	2.368951110517168e-10	8.543903386506953e-09	0.8518983						actc1b	4.405952	1.0532037942736775e-05	0.000271321750331593	4.8322444	nr2f6b	18.362772	2.6094198248804813e-75	1.0093783538650332e-73	4.30343										
snai2	18.06286	6.249828477055621e-73	2.7387797308719616e-71	1.2453283	coq10b	11.767241	5.757749741172919e-32	3.0256552413467583e-30	0.35499963											psmb1	6.325672	2.5213290829354503e-10	9.080407297824712e-09	0.3349762						aldh18a1	4.391417	1.1261429337787305e-05	0.0002886288218619392	0.34328017	slain2	18.339731	3.9876511789384765e-75	1.5401304229779948e-73	3.8267856										
umps	18.051699	7.65018970305723e-73	3.346590839386257e-71	0.5932335	arid4a	11.760786	6.215295232274772e-32	3.25925921113388e-30	0.32853836											prc1a	6.323628	2.554922521473757e-10	9.188190519836614e-09	0.34310812						otub1a	4.360271	1.2990136190765369e-05	0.0003305692931550505	0.2786019	zdhhc7	18.293484	9.326054387018257e-75	3.5908890824116684e-73	3.6003227										
vdac2	18.045132	8.615929896670482e-73	3.762489525957183e-71	0.3973599	march7	11.759782	6.289691821661127e-32	3.291386538658827e-30	0.43208											march6	6.315995	2.684285963323847e-10	9.625795701956445e-09	0.7964817						phldb2b	4.3587413	1.3081269576725792e-05	0.0003325508146148161	1.1164156	arl13a	18.286602	1.058093403038238e-74	4.061587938829475e-73	7.2832427										
ylpm1	18.008877	1.6596216856750243e-72	7.2347960301095934e-71	0.44275463	jkamp	11.722214	9.807520360631244e-32	5.121568861657974e-30	0.40663853											ewsr1b	6.3097143	2.7955134327992995e-10	1.0010334243792463e-08	0.20339815						si:dkey-261j4.5	4.3468184	1.3812652793811691e-05	0.0003504331527628379	1.3681828	lmna	18.28325	1.1251555669913992e-74	4.3124081715911946e-73	5.144555										
rfc4	18.003025	1.844652647277801e-72	8.027441537615514e-71	0.5121858	rreb1a	11.6495285	2.3073162847316526e-31	1.199900207325386e-29	0.44965592											mgea5	6.308023	2.8262234883047324e-10	1.0105865614528732e-08	0.3996271						mis12	4.3457966	1.387711603704838e-05	0.00035171262950925647	0.40165576	LOC100536129	18.272602	1.3676916124148966e-74	5.225999688535335e-73	4.520016										
usp7	18.002026	1.8782296141007354e-72	8.159394022018896e-71	0.43326315	arid3b	11.642131	2.5164793456440073e-31	1.3059642086524365e-29	0.2441008											wwp2	6.306522	2.853760679813322e-10	1.0189795612564207e-08	0.6293976						appa	4.293324	1.7601792558499772e-05	0.0004381395553836696	0.427488	fhod1	18.267403	1.5044091864972596e-74	5.739653069823487e-73	6.4087305										
npm1a	17.995039	2.1307232066845718e-72	9.240260882137626e-71	0.2990704	bcap31	11.620688	3.235204496732425e-31	1.6754883453532017e-29	0.3611454											LOC794462	6.300417	2.9684581332652877e-10	1.0569228915969844e-08	0.6934101						sltm	4.290996	1.7787338838749797e-05	0.0004414430052793093	0.15845217	rabac1	18.225151	3.2597810789038215e-74	1.2380253412697454e-72	1.7392504										
nup98	17.99053	2.311392876733581e-72	1.0006454896062857e-70	0.42105088	kmt2d	11.598991	4.169624869009117e-31	2.154965298280052e-29	0.35518247											p4hb	6.29604	3.0534591238575403e-10	1.0856454808313915e-08	0.71471244						insb_1	4.2884064	1.7995981733782108e-05	0.0004461793057754523	1.1471457	esyt2a	18.169197	9.051430892278971e-74	3.422068880028125e-72	5.172589										
tjp2a	17.989408	2.3586579435297685e-72	1.0193468967675376e-70	0.5246942	ubl3b	11.592396	4.503548271217009e-31	2.3227559869614308e-29	0.62387073											slc6a16a_1	6.2940774	3.0923364108637115e-10	1.0963579133622317e-08	1.3265991						setd5	4.284417	1.8321876112433e-05	0.00045336243497951195	0.507702	slc2a12	18.159344	1.0831014072089087e-73	4.08870781221363e-72	7.998956										
triap1	17.987041	2.4615468240714335e-72	1.0619816298136756e-70	0.47335005	slc39a7	11.582724	5.041837254735265e-31	2.5950450231456704e-29	0.32771972											pak2a	6.2929378	3.1151316838647885e-10	1.102879813386367e-08	0.47352204						LOC792894	4.2617793	2.028058295355219e-05	0.0004993645307600582	0.9584126	arhgap27l	18.14376	1.438444080448115e-73	5.421960800077061e-72	7.4400616										
utp20	17.975222	3.0464303189035024e-72	1.3120588036707077e-70	0.43903962	sertad2a	11.538151	8.472702541221003e-31	4.3519828257837227e-29	0.54607797											cse1l	6.289958	3.175521510338984e-10	1.1226745018075736e-08	0.80030715						si:ch211-166g5.4	4.229229	2.3449361071770426e-05	0.0005728866321881066	0.32582143	ppiab	18.11417	2.463599874592045e-73	9.2582600384594e-72	1.271444										
siva1	17.96234	3.8426197531411643e-72	1.652128760415719e-70	0.4573686	znf217	11.521648	1.026285008508844e-30	5.260707571223452e-29	0.32884255											ppp6r3	6.289112	3.192865133282196e-10	1.1272163018429791e-08	0.31089365						ssr1	4.2147107	2.5009868414071567e-05	0.0006074586837859669	0.26214403	btr02	18.10177	3.085878349880641e-73	1.1562126564739631e-71	7.453346										
